customer_id,segment_name,recency_days,frequency,monetary_value,R_Score,F_Score,M_Score,RFM_Score,ticket_count,avg_resolution_hours,avg_sentiment_score,reopened_tickets,return_rate,email_opens_30d,campaign_clicks_30d,engagement_score,category_diversity,loyalty_tier,avg_discount_pct
CUST00589,At Risk,131,5,4196.7699999999995,2,4,4,10,1,14.8,-0.63,0,0,3,1,4,4,Silver,0.262
CUST00590,At Risk,200,3,3961.05,1,2,4,7,2,18.35,-0.465,0,0,7,3,10,3,No Tier,0.24333333333333332
CUST00591,Discount Sensitive,129,2,1767.15,2,1,2,5,1,11.2,-1,0,0,8,4,12,2,No Tier,0.36
CUST00592,Discount Sensitive,80,2,1084.48,3,1,1,5,0,0,0,0,0,0,0,0,2,No Tier,0.41500000000000004
CUST00593,Champions,14,6,4295.48,5,4,4,13,1,33.2,-0.87,0,0,0,0,0,4,Platinum,0.27
CUST00594,Discount Sensitive,151,1,448.78,2,1,1,4,0,0,0,0,0,0,0,0,1,No Tier,0.5
CUST00595,Loyal Customers,51,6,3393.2200000000003,3,4,4,11,0,0,0,0,0,0,0,0,4,Silver,0.3183333333333333
CUST00596,Regular Customers,110,4,2927.96,2,3,3,8,3,34.4,-0.726666667,1,0,7,1,8,3,Gold,0.32499999999999996
CUST00597,Discount Sensitive,112,4,3041.18,2,3,3,8,2,36.1,-0.65,0,0,0,0,0,4,Silver,0.345
CUST00598,Regular Customers,23,4,2429.15,4,3,3,10,0,0,0,0,0,9,3,12,3,No Tier,0.2475
CUST00599,Champions,17,5,3511.4900000000002,5,4,4,13,1,23.2,-0.43,0,0,5,1,6,2,No Tier,0.23399999999999999
CUST00600,Dormant,323,3,1248.1399999999999,1,2,2,5,0,0,0,0,0,3,0,3,2,No Tier,0.3066666666666667
CUST00601,Regular Customers,130,1,537.85,2,1,1,4,0,0,0,0,0,8,3,11,1,Gold,0.04
CUST00602,Discount Sensitive,151,1,171.18,2,1,1,4,0,0,0,0,0,2,1,3,1,Gold,0.57
CUST00603,Champions,8,10,5262.13,5,5,5,15,4,27.125,-0.595,2,0,6,1,7,5,Gold,0.32599999999999996
CUST00604,Regular Customers,11,3,1794.88,5,2,2,9,0,0,0,0,0.3333333333333333,5,1,6,2,No Tier,0.20000000000000004
CUST00605,At Risk,220,5,3199.79,1,4,4,9,2,23.1,-0.59,1,0,3,0,3,3,Silver,0.23399999999999999
CUST00606,Regular Customers,180,1,240.15,2,1,1,4,0,0,0,0,0,0,0,0,1,Gold,0.24
CUST00607,Dormant,309,3,2332.76,1,2,3,6,0,0,0,0,0,0,0,0,1,No Tier,0.27666666666666667
CUST00608,Regular Customers,33,4,3561.7799999999997,4,3,4,11,1,4.4,-0.45,1,0,0,0,0,3,Gold,0.3
CUST00609,Champions,17,6,5268.07,5,4,5,14,2,5.85,-0.225,1,0,7,1,8,4,Silver,0.4033333333333333
CUST00610,Champions,38,6,4356.29,4,4,4,12,2,57.15,-1,0,0.3333333333333333,3,0,3,4,No Tier,0.32166666666666666
CUST00611,At Risk,295,4,3472.66,1,3,4,8,3,31.5,-0.856666667,1,0.25,3,0,3,3,No Tier,0.2575
CUST00612,Discount Sensitive,108,2,2120.98,3,1,3,7,0,0,0,0,0,0,0,0,2,Platinum,0.35
CUST00613,Champions,10,8,6032.84,5,5,5,15,2,22.4,0.055,0,0.125,6,0,6,5,Silver,0.35125
CUST00614,Dormant,256,1,267.96,1,1,1,3,0,0,0,0,0,4,1,5,1,Gold,0.33
CUST00615,Regular Customers,94,1,446.03,3,1,1,5,1,36.7,-1,0,1,5,1,6,1,No Tier,0.17
CUST00616,Loyal Customers,96,5,2628.3,3,4,3,10,1,8.3,-0.67,0,0,0,0,0,3,No Tier,0.27599999999999997
CUST00617,Champions,20,13,7918.74,4,5,5,14,5,33.22,-0.426,0,0.076923077,0,0,0,5,No Tier,0.39076923076923076
CUST00618,Regular Customers,41,3,2003.1,4,2,2,8,0,0,0,0,0,7,3,10,2,Gold,0.18666666666666668
CUST00619,Loyal Customers,0,6,2572.91,5,4,3,12,0,0,0,0,0,0,0,0,2,No Tier,0.31
CUST00620,Regular Customers,42,2,1045.42,3,1,1,5,1,36.7,-0.27,0,0,5,2,7,2,Silver,0.27
CUST00621,Regular Customers,152,1,348.53,2,1,1,4,0,0,0,0,0,4,1,5,1,No Tier,0.29
CUST00622,Dormant,240,3,2009.7800000000002,1,2,2,5,0,0,0,0,0,6,3,9,3,No Tier,0.30666666666666664
CUST00623,Loyal Customers,59,5,3290.23,3,4,4,11,2,19.55,-0.73,0,0.2,7,2,9,4,Silver,0.288
CUST00624,Dormant,292,1,270.09,1,1,1,3,0,0,0,0,0,0,0,0,1,Silver,0.51
CUST00625,Regular Customers,126,4,2155.58,2,3,3,8,0,0,0,0,0,0,0,0,3,No Tier,0.3275
CUST00626,Regular Customers,57,3,2283.05,3,2,3,8,1,7.2,-0.18,0,0,0,0,0,2,Platinum,0.18333333333333335
CUST00627,Discount Sensitive,135,3,2765.27,2,2,3,7,1,27.5,-0.98,1,0,4,1,5,3,Silver,0.3566666666666667
CUST00628,Champions,35,6,3681.37,4,4,4,12,2,41.55,-0.47,0,0,7,1,8,4,No Tier,0.37833333333333335
CUST00629,Discount Sensitive,23,2,1364.28,4,1,2,7,0,0,0,0,0,2,1,3,2,Gold,0.43
CUST00630,Regular Customers,53,4,3090.95,3,3,3,9,0,0,0,0,0,8,1,9,4,Platinum,0.2575
CUST00631,High Value Unhappy,128,10,6076.9,2,5,5,12,2,36.900000000000006,-0.81,0,0.1,0,0,0,4,Silver,0.388
CUST00632,Discount Sensitive,121,1,1078.63,2,1,1,4,0,0,0,0,0,2,1,3,1,Gold,0.45
CUST00633,Regular Customers,35,2,2549.94,4,1,3,8,0,0,0,0,0,4,1,5,1,No Tier,0.245
CUST00634,Regular Customers,178,4,1711.76,2,3,2,7,2,8.15,-0.7,0,0.25,0,0,0,2,No Tier,0.22000000000000003
CUST00635,Discount Sensitive,194,1,1016.46,2,1,1,4,0,0,0,0,0,2,1,3,1,Gold,0.35
CUST00636,Regular Customers,8,3,3886.17,5,2,4,11,0,0,0,0,0,0,0,0,3,Silver,0.18666666666666668
CUST00637,Champions,26,7,6428.4,4,5,5,14,1,30.9,-0.21,0,0,1,0,1,3,Silver,0.3157142857142857
CUST00638,Dormant,233,6,3093.33,1,4,3,8,0,0,0,0,0,1,0,1,3,No Tier,0.3466666666666667
CUST00639,Dormant,429,3,2753.19,1,2,3,6,0,0,0,0,0,1,0,1,3,No Tier,0.17333333333333334
CUST00640,Regular Customers,190,1,641.86,2,1,1,4,0,0,0,0,0,4,1,5,1,No Tier,0.28
CUST00641,High Value Unhappy,51,7,6023.219999999999,3,5,5,13,1,24.5,-0.92,0,0,3,1,4,4,No Tier,0.3057142857142857
CUST00642,Discount Sensitive,38,4,3164.42,4,3,4,11,0,0,0,0,0.25,1,0,1,2,Silver,0.365
CUST00643,Dormant,215,1,1091.34,1,1,1,3,0,0,0,0,0,2,1,3,1,Silver,0.26
CUST00644,At Risk,138,7,3822.27,2,5,4,11,0,0,0,0,0,7,3,10,4,No Tier,0.37285714285714283
CUST00645,Dormant,312,3,2730.59,1,2,3,6,2,46.55,-0.2,1,0,0,0,0,2,No Tier,0.44333333333333336
CUST00646,High Value Unhappy,50,7,6203.32,3,5,5,13,1,11.5,-0.55,0,0.14285714285714285,0,0,0,4,Silver,0.17142857142857146
CUST00647,Regular Customers,124,1,507.52,2,1,1,4,1,1,0.28,0,0,2,0,2,1,Gold,0.13
CUST00648,Regular Customers,0,4,2724.16,5,3,3,11,0,0,0,0,0.25,6,3,9,2,No Tier,0.2525
CUST00649,At Risk,184,6,3181.62,2,4,4,10,4,44.175,-0.615,1,0.16666666666666666,0,0,0,3,Silver,0.28
CUST00650,Discount Sensitive,119,3,2622.0099999999998,2,2,3,7,0,0,0,0,0,0,0,0,2,Silver,0.36333333333333334
CUST00651,High Value Unhappy,55,8,5404.83,3,5,5,13,0,0,0,0,0,6,2,8,4,Silver,0.37875000000000003
CUST00652,Champions,20,5,5030.61,4,4,5,13,0,0,0,0,0,4,2,6,4,Gold,0.32599999999999996
CUST00653,Champions,7,5,4120.93,5,4,4,13,0,0,0,0,0,0,0,0,4,No Tier,0.166
CUST00654,Champions,13,8,7323.56,5,5,5,15,2,31.05,-0.585,0,0.25,0,0,0,5,No Tier,0.1375
CUST00655,Champions,4,11,6803.96,5,5,5,15,0,0,0,0,0,0,0,0,6,Silver,0.2727272727272727
CUST00656,Champions,36,5,4088.21,4,4,4,12,1,30.8,-0.91,0,0,0,0,0,3,No Tier,0.252
CUST00657,Regular Customers,123,4,1287.49,2,3,2,7,1,28.5,-0.45,1,0.25,3,1,4,3,Silver,0.325
CUST00658,Dormant,279,2,2355.97,1,1,3,5,1,23.8,-0.95,0,0,5,1,6,2,No Tier,0.27
CUST00659,Discount Sensitive,21,3,1580.63,4,2,2,8,0,0,0,0,0,11,4,15,2,Platinum,0.35000000000000003
CUST00660,New Customers,15,2,1265.6799999999998,5,1,2,8,0,0,0,0,0,5,2,7,2,Silver,0.175
CUST00661,Dormant,240,3,1105.96,1,2,1,4,1,3.3,0.18,0,0,0,0,0,3,No Tier,0.3833333333333333
CUST00662,Regular Customers,184,1,852.96,2,1,1,4,0,0,0,0,0,0,0,0,1,No Tier,0.27
CUST00663,High Value Unhappy,124,8,5700.78,2,5,5,12,2,40.25,-0.765,0,0.125,0,0,0,4,No Tier,0.3375
CUST00664,Regular Customers,18,2,883.48,4,1,1,6,1,16.2,0.2,0,0,0,0,0,1,No Tier,0.31000000000000005
CUST00665,Champions,35,10,7120.71,4,5,5,14,2,33.8,-0.98,0,0.1,0,0,0,4,No Tier,0.186
CUST00666,Regular Customers,46,2,1618.57,3,1,2,6,1,10.1,-0.09,0,0,3,1,4,2,Silver,0.29500000000000004
CUST00667,Champions,12,6,6032.9400000000005,5,4,5,14,2,37.2,-0.67,0,0.16666666666666666,0,0,0,5,No Tier,0.26
CUST00668,Regular Customers,102,2,952.4100000000001,3,1,1,5,0,0,0,0,0,0,0,0,2,No Tier,0.16
CUST00669,Regular Customers,26,4,3395.9199999999996,4,3,4,11,0,0,0,0,0,0,0,0,3,No Tier,0.225
CUST00670,At Risk,302,4,3756.69,1,3,4,8,1,30.9,-1,0,0,2,1,3,2,No Tier,0.345
CUST00671,Champions,22,9,6239.3,4,5,5,14,1,18.2,0.45,0,0,0,0,0,4,No Tier,0.33222222222222225
CUST00672,Dormant,201,1,434.37,1,1,1,3,0,0,0,0,0,7,3,10,1,No Tier,0.47
CUST00673,Discount Sensitive,178,1,1297.2,2,1,2,5,0,0,0,0,0,2,1,3,1,Silver,0.36
CUST00674,At Risk,116,8,4178.67,2,5,4,11,0,0,0,0,0,4,0,4,4,No Tier,0.28875
CUST00675,Champions,2,7,7603.18,5,5,5,15,0,0,0,0,0,4,1,5,4,Silver,0.26285714285714284
CUST00676,Regular Customers,27,3,1606.63,4,2,2,8,1,21.1,-0.09,0,0,5,2,7,3,No Tier,0.29333333333333333
CUST00677,Regular Customers,9,4,2691.15,5,3,3,11,0,0,0,0,0.25,0,0,0,2,No Tier,0.3275
CUST00678,Dormant,256,2,1145.87,1,1,1,3,0,0,0,0,0,0,0,0,1,No Tier,0.295
CUST00679,Champions,41,9,6746.18,4,5,5,14,2,28.35,-0.35,0,0,9,3,12,6,No Tier,0.31777777777777777
CUST00680,Dormant,275,1,1087.83,1,1,1,3,0,0,0,0,0,0,0,0,1,Gold,0.29
CUST00681,Dormant,271,1,1372.4,1,1,2,4,1,15,-0.4,0,1,1,0,1,1,No Tier,0.41
CUST00682,Regular Customers,43,2,1874.3400000000001,3,1,2,6,1,22.7,-0.23,0,0,5,1,6,1,Silver,0.175
CUST00683,High Value Unhappy,55,4,5494.98,3,3,5,11,2,13.25,0.044999999999999984,1,0,5,1,6,3,No Tier,0.27
CUST00684,Dormant,200,4,2472.73,1,3,3,7,1,58.5,-0.61,1,0,0,0,0,3,Gold,0.23750000000000002
CUST00685,New Customers,2,2,1840.04,5,1,2,8,0,0,0,0,0,3,1,4,2,No Tier,0.295
CUST00686,Regular Customers,187,3,1409.0900000000001,2,2,2,6,0,0,0,0,0,7,1,8,3,Silver,0.2866666666666667
CUST00687,At Risk,177,5,4129.24,2,4,4,10,0,0,0,0,0,0,0,0,4,No Tier,0.23600000000000004
CUST00688,Champions,0,7,5107.13,5,5,5,15,1,57.5,-0.98,0,0.14285714285714285,0,0,0,4,Silver,0.28285714285714286
CUST00689,Champions,9,5,4970.84,5,4,5,14,0,0,0,0,0,0,0,0,5,Gold,0.12000000000000002
CUST00690,Champions,2,8,8522.94,5,5,5,15,1,8.7,0.28,0,0,10,3,13,4,No Tier,0.27
CUST00691,Discount Sensitive,3,4,3542.44,5,3,4,12,0,0,0,0,0,6,3,9,3,No Tier,0.3875
CUST00692,Discount Sensitive,118,3,1850.73,2,2,2,6,0,0,0,0,0,4,1,5,1,No Tier,0.37333333333333335
CUST00693,High Value Unhappy,207,5,6136.5,1,4,5,10,2,31.3,-0.935,0,0,3,0,3,4,Gold,0.18
CUST00694,Regular Customers,134,1,345.14,2,1,1,4,0,0,0,0,0,0,0,0,1,No Tier,0.23
CUST00695,Dormant,258,1,616.85,1,1,1,3,1,33.1,0.02,1,0,4,0,4,1,No Tier,0.41
CUST00696,High Value Unhappy,49,7,6460.69,3,5,5,13,1,4.6,-0.17,0,0,0,0,0,4,Silver,0.2871428571428572
CUST00697,High Value Unhappy,44,5,4965.610000000001,3,4,5,12,1,25.1,-0.64,0,0.2,0,0,0,4,No Tier,0.26
CUST00698,Champions,11,10,7429.34,5,5,5,15,4,21.55,-0.49,1,0.3,0,0,0,4,Gold,0.223
CUST00699,Discount Sensitive,9,5,2461.35,5,4,3,12,0,0,0,0,0,3,0,3,4,No Tier,0.382
CUST00700,Loyal Customers,54,5,3912.53,3,4,4,11,0,0,0,0,0,0,0,0,5,No Tier,0.196
CUST00701,High Value Unhappy,182,5,6476.26,2,4,5,11,1,9.8,0.02,0,0,0,0,0,3,Silver,0.162
CUST00702,High Value Unhappy,137,6,8044.75,2,4,5,11,2,25.299999999999997,-0.57,0,0.16666666666666666,0,0,0,4,Silver,0.21333333333333335
CUST00703,Regular Customers,164,1,360.06,2,1,1,4,0,0,0,0,0,0,0,0,1,No Tier,0.31
CUST00704,Regular Customers,82,4,3057.83,3,3,3,9,1,35.2,-0.46,0,0,1,0,1,3,No Tier,0.3275
CUST00705,Regular Customers,72,1,872.61,3,1,1,5,1,8.2,-0.64,0,1,3,0,3,1,No Tier,0
CUST00706,Regular Customers,2,4,3502.83,5,3,4,12,0,0,0,0,0,1,0,1,3,No Tier,0.245
CUST00707,Champions,16,5,3300.72,5,4,4,13,2,28.45,-0.99,1,0.2,0,0,0,4,No Tier,0.242
CUST00708,Champions,36,8,6518.05,4,5,5,14,1,49.7,-0.54,0,0,4,0,4,4,No Tier,0.28875
CUST00709,Regular Customers,189,1,1966.47,2,1,2,5,0,0,0,0,0,4,0,4,1,No Tier,0.13
CUST00710,Champions,37,9,6176.62,4,5,5,14,2,25.25,-0.35,0,0,1,0,1,5,Silver,0.29333333333333333
CUST00711,High Value Unhappy,55,9,5936.34,3,5,5,13,2,32.349999999999994,-0.995,1,0.1111111111111111,4,2,6,3,Platinum,0.39666666666666667
CUST00712,Loyal Customers,15,6,2661.77,5,4,3,12,1,28.9,-0.48,1,0,0,0,0,4,No Tier,0.26166666666666666
CUST00713,High Value Unhappy,56,10,9663.26,3,5,5,13,3,10.566666666666666,-0.273333333,0,0.1,0,0,0,5,Gold,0.284
CUST00714,Champions,37,7,3312.77,4,5,4,13,1,20.6,-0.77,0,0.14285714285714285,2,1,3,3,Silver,0.38
CUST00715,Discount Sensitive,39,4,1416.25,4,3,2,9,0,0,0,0,0,1,0,1,4,Silver,0.4775
CUST00716,Champions,10,8,5285.9800000000005,5,5,5,15,1,28.1,-0.91,0,0,8,2,10,4,Gold,0.37375
CUST00717,Discount Sensitive,46,2,1150.47,3,1,1,5,0,0,0,0,0,0,0,0,2,No Tier,0.385
CUST00718,Regular Customers,177,2,697.62,2,1,1,4,0,0,0,0,0,4,1,5,2,No Tier,0.325
CUST00719,Champions,17,6,3929.59,5,4,4,13,1,1,0.16,0,0.16666666666666666,0,0,0,4,Silver,0.29333333333333333
CUST00720,Dormant,351,5,3086.61,1,4,3,8,2,23.75,-0.675,0,0.2,3,1,4,3,Gold,0.406
CUST00721,Regular Customers,3,3,3509.03,5,2,4,11,0,0,0,0,0,4,1,5,3,Platinum,0.12666666666666668
CUST00722,Discount Sensitive,90,1,256.54,3,1,1,5,1,29.4,-1,1,1,0,0,0,1,No Tier,0.6
CUST00723,Regular Customers,129,1,546.81,2,1,1,4,0,0,0,0,0,2,1,3,1,No Tier,0.1
CUST00724,Regular Customers,16,3,1850.54,5,2,2,9,0,0,0,0,0,5,2,7,3,Silver,0.15
CUST00725,Dormant,201,3,2162.5,1,2,3,6,0,0,0,0,0,0,0,0,3,No Tier,0.37333333333333335
CUST00726,Champions,6,11,8607.95,5,5,5,15,4,22.6,-0.31,1,0.090909091,5,0,5,6,No Tier,0.3227272727272727
CUST00727,Loyal Customers,68,5,3822.01,3,4,4,11,1,15.2,-0.6,0,0.2,6,2,8,3,No Tier,0.32
CUST00728,Regular Customers,126,1,396.38,2,1,1,4,1,35.7,-0.77,0,1,0,0,0,1,No Tier,0.22
CUST00729,Dormant,200,1,1324.83,1,1,2,4,0,0,0,0,0,5,1,6,1,No Tier,0.38
CUST00730,Regular Customers,12,3,2210.89,5,2,3,10,0,0,0,0,0,0,0,0,3,No Tier,0.2733333333333333
CUST00731,Discount Sensitive,196,2,1457.58,2,1,2,5,0,0,0,0,0,2,1,3,1,Gold,0.38
CUST00732,New Customers,1,2,874.98,5,1,1,7,1,35.1,-0.42,0,0,2,1,3,2,No Tier,0.245
CUST00733,Champions,12,5,3335.1400000000003,5,4,4,13,0,0,0,0,0,0,0,0,3,Gold,0.20800000000000002
CUST00734,Champions,6,8,7745.88,5,5,5,15,2,14.95,-0.665,0,0.125,4,0,4,5,No Tier,0.30625
CUST00735,Discount Sensitive,16,6,3033.34,5,4,3,12,1,13.9,0.12,0,0,0,0,0,3,No Tier,0.48833333333333334
CUST00736,Discount Sensitive,126,3,1727.68,2,2,2,6,0,0,0,0,0,0,0,0,3,No Tier,0.35333333333333333
CUST00737,New Customers,9,2,1532.3600000000001,5,1,2,8,0,0,0,0,0,2,0,2,2,Silver,0.27
CUST00738,Regular Customers,138,1,545.24,2,1,1,4,1,37.9,-1,1,1,5,2,7,1,Silver,0.18
CUST00739,New Customers,14,2,1791.41,5,1,2,8,0,0,0,0,0,3,1,4,2,Gold,0.17
CUST00740,At Risk,321,5,4065.24,1,4,4,9,1,15.9,-0.39,0,0.2,11,2,13,3,No Tier,0.37
CUST00741,Regular Customers,6,4,2160.6800000000003,5,3,3,11,0,0,0,0,0,2,1,3,4,Gold,0.2475
CUST00742,Discount Sensitive,109,2,1288.91,2,2,2,6,0,0,0,0,0,4,0,4,2,No Tier,0.365
CUST00743,Champions,0,6,4040.7300000000005,5,4,4,13,1,39.7,-1,0,0.16666666666666666,7,2,9,3,Silver,0.25
CUST00744,Regular Customers,125,2,1108.58,2,2,1,5,0,0,0,0,0,5,2,7,1,No Tier,0.14
CUST00745,Regular Customers,0,3,2562.92,5,2,3,10,0,0,0,0,0,0,0,0,2,Silver,0.3066666666666667
CUST00746,Dormant,237,2,1625.12,1,2,2,5,0,0,0,0,0,3,0,3,2,No Tier,0.46
CUST00747,Regular Customers,5,3,2136.34,5,2,3,10,1,1,-0.65,0,0,6,0,6,2,No Tier,0.2833333333333333
CUST00748,High Value Unhappy,49,8,5195.88,3,5,5,13,1,3.3,0.26,1,0,0,0,0,3,No Tier,0.20500000000000002
CUST00749,Discount Sensitive,38,3,2194.94,4,2,3,9,0,0,0,0,0,8,3,11,3,No Tier,0.43333333333333335
CUST00750,Champions,17,5,4398.99,5,4,4,13,0,0,0,0,0,4,1,5,3,No Tier,0.34199999999999997
CUST00751,Regular Customers,20,3,2524.67,4,2,3,9,0,0,0,0,0,4,1,5,2,Silver,0.21666666666666667
CUST00752,Regular Customers,157,2,1319.5500000000002,2,2,2,6,1,32.5,-0.69,0,0,0,0,0,2,No Tier,0.23500000000000001
CUST00753,Dormant,203,1,1093.17,1,1,1,3,0,0,0,0,0,0,0,0,1,No Tier,0.16
CUST00754,Champions,33,5,5744.99,4,4,5,13,1,36.1,-0.67,0,0,8,1,9,4,Gold,0.158
CUST00755,Dormant,260,2,1585.3600000000001,1,2,2,5,1,32.2,-1,0,0.5,5,2,7,2,No Tier,0.27999999999999997
CUST00756,At Risk,173,3,3223.87,2,2,4,8,2,11.8,0.025,0,0,0,0,0,1,Silver,0.19666666666666668
CUST00757,Champions,16,6,3257.69,5,4,4,13,0,0,0,0,0,3,1,4,4,Silver,0.325
CUST00758,Champions,20,12,8199.88,4,5,5,14,0,0,0,0,0,3,1,4,5,No Tier,0.25
CUST00759,Regular Customers,98,2,1562.24,3,2,2,7,0,0,0,0,0,2,0,2,2,Gold,0.26
CUST00760,Dormant,222,2,1132.19,1,2,1,4,1,50.7,-1,0,0.5,0,0,0,1,No Tier,0.28
CUST00761,Dormant,253,2,1069.58,1,2,1,4,0,0,0,0,0,4,0,4,2,No Tier,0.145
CUST00762,Regular Customers,8,3,3513.6699999999996,5,2,4,11,1,1,0.6,0,0.3333333333333333,0,0,0,2,No Tier,0.2966666666666667
CUST00763,At Risk,248,4,4210.57,1,3,4,8,0,0,0,0,0,0,0,0,3,Silver,0.2375
CUST00764,Champions,5,7,5460.74,5,5,5,15,0,0,0,0,0,0,0,0,4,Silver,0.2342857142857143
CUST00765,Discount Sensitive,158,3,2692.35,2,2,3,7,1,38.1,0.02,0,0,0,0,0,2,No Tier,0.34
CUST00766,Dormant,226,2,1783.35,1,2,2,5,0,0,0,0,0,2,0,2,2,No Tier,0.305
CUST00767,At Risk,135,7,3498.46,2,5,4,11,3,45.86666666666667,-0.74,0,0,7,3,10,4,Gold,0.3314285714285714
CUST00768,Champions,27,5,4145.38,4,4,4,12,1,27.4,-0.9,0,0,0,0,0,3,No Tier,0.194
CUST00769,Loyal Customers,78,6,2815.44,3,4,3,10,2,26.549999999999997,-0.365,0,0,1,0,1,4,Silver,0.29333333333333333
CUST00770,Champions,27,6,4420.31,4,4,4,12,1,33.9,-0.91,0,0,5,1,6,3,Silver,0.20333333333333334
CUST00771,Discount Sensitive,150,1,456.76,2,1,1,4,1,36.9,-0.61,1,0,2,0,2,1,Gold,0.41
CUST00772,At Risk,250,3,3114.63,1,2,4,7,0,0,0,0,0,4,1,5,2,Silver,0.2833333333333333
CUST00773,Regular Customers,131,3,2278.26,2,2,3,7,1,21.4,-0.36,0,0,0,0,0,3,Gold,0.25666666666666665
CUST00774,Regular Customers,161,3,1439.8,2,2,2,6,0,0,0,0,0,0,0,0,2,Silver,0.10666666666666667
CUST00775,Regular Customers,10,3,2261.05,5,2,3,10,0,0,0,0,0,7,2,9,3,No Tier,0.27999999999999997
CUST00776,Regular Customers,195,4,3024.9399999999996,2,3,3,8,0,0,0,0,0,0,0,0,3,No Tier,0.245
CUST00777,New Customers,15,2,2052.7,5,2,2,9,0,0,0,0,0,2,1,3,2,No Tier,0.225
CUST00778,At Risk,391,4,3444.29,1,3,4,8,1,9.2,-0.58,0,0,1,0,1,3,Silver,0.155
CUST00779,New Customers,9,2,1509.0500000000002,5,2,2,9,0,0,0,0,0,3,1,4,2,No Tier,0.245
CUST00780,High Value Unhappy,45,6,4641.68,3,4,4,11,3,19.933333333333334,-0.163333333,0,0.16666666666666666,7,0,7,5,Silver,0.25166666666666665
CUST00781,Discount Sensitive,45,2,735.97,3,2,1,6,0,0,0,0,0,4,0,4,2,Gold,0.385
CUST00782,Dormant,254,1,505.28,1,1,1,3,0,0,0,0,0,6,2,8,1,Silver,0.31
CUST00783,At Risk,292,6,4123.36,1,4,4,9,1,13,0.92,0,0,5,2,7,5,No Tier,0.37333333333333335
CUST00784,Loyal Customers,105,5,3103.73,3,4,3,10,0,0,0,0,0,6,1,7,4,No Tier,0.248
CUST00785,Champions,8,9,6686.259999999999,5,5,5,15,1,63.4,-1,1,0,2,0,2,6,No Tier,0.29666666666666663
CUST00786,High Value Unhappy,210,5,5359.3,1,4,5,10,3,26.96666666666667,-0.343333333,0,0.2,0,0,0,3,Silver,0.11400000000000002
CUST00787,High Value Unhappy,43,8,6425.65,3,5,5,13,2,8.85,0.125,0,0,0,0,0,5,No Tier,0.25125
CUST00788,Discount Sensitive,11,4,2375.38,5,3,3,11,0,0,0,0,0,0,0,0,3,No Tier,0.34750000000000003
CUST00789,Regular Customers,21,4,2430,4,3,3,10,0,0,0,0,0,2,0,2,3,Silver,0.27
CUST00790,Regular Customers,138,1,458.83,2,1,1,4,1,20.3,-0.32,0,0,4,1,5,1,Gold,0.19
CUST00791,Dormant,290,1,1187.93,1,1,2,4,1,22.5,-0.03,0,0,0,0,0,1,No Tier,0.38
CUST00792,Dormant,208,6,2976.79,1,4,3,8,1,25.8,-0.2,0,0,0,0,0,2,Platinum,0.4583333333333333
CUST00793,Discount Sensitive,173,3,2463.2,2,2,3,7,0,0,0,0,0,3,1,4,3,Silver,0.39666666666666667
CUST00794,Dormant,231,5,2824.37,1,4,3,8,2,53.4,-0.585,0,0,4,0,4,4,Gold,0.198
CUST00795,At Risk,198,4,3787.58,2,3,4,9,0,0,0,0,0,0,0,0,2,Gold,0.2
CUST00796,High Value Unhappy,211,3,5388.48,1,2,5,8,0,0,0,0,0,0,0,0,3,Silver,0.22333333333333336
CUST00797,Loyal Customers,45,6,4173.97,3,4,4,11,0,0,0,0,0,6,1,7,3,Platinum,0.29333333333333333
CUST00798,High Value Unhappy,54,11,7027.3,3,5,5,13,1,13.5,-0.59,0,0,5,1,6,5,Gold,0.2609090909090909
CUST00799,At Risk,116,6,3798.88,2,4,4,10,1,11.7,-0.59,0,0,1,0,1,3,Gold,0.2816666666666667
CUST00800,High Value Unhappy,54,11,11321.24,3,5,5,13,4,18.775,-0.07,1,0.18181818181818182,4,2,6,6,No Tier,0.17545454545454547
CUST00801,At Risk,136,3,3345.79,2,2,4,8,1,37.7,-0.51,0,0,1,0,1,3,No Tier,0.26
CUST00802,Dormant,261,1,1787,1,1,2,4,0,0,0,0,0,0,0,0,1,Silver,0.28
CUST00803,Champions,14,9,6758.16,5,5,5,15,1,17.5,-0.2,0,0.1111111111111111,7,2,9,4,No Tier,0.26333333333333336
CUST00804,Regular Customers,31,3,4024.96,4,2,4,10,0,0,0,0,0,2,1,3,2,No Tier,0.24333333333333332
CUST00805,New Customers,12,2,1767.23,5,2,2,9,0,0,0,0,0,1,0,1,2,Gold,0.19999999999999998
CUST00806,Regular Customers,11,4,2638.59,5,3,3,11,0,0,0,0,0,0,0,0,2,No Tier,0.27
CUST00807,Regular Customers,172,2,1827.0300000000002,2,2,2,6,0,0,0,0,0,0,0,0,2,No Tier,0.19
CUST00808,Champions,17,8,4724.89,5,5,4,14,2,28.299999999999997,-0.635,0,0.125,0,0,0,3,Silver,0.33
CUST00809,Regular Customers,51,4,2499.37,3,3,3,9,2,53.2,-0.73,0,0.25,10,4,14,3,No Tier,0.3075
CUST00810,Discount Sensitive,54,2,1187.01,3,2,2,7,0,0,0,0,0,4,2,6,2,No Tier,0.345
CUST00811,At Risk,244,6,3477.9399999999996,1,4,4,9,0,0,0,0,0,3,1,4,3,Gold,0.3983333333333334
CUST00812,Dormant,249,1,383.16,1,1,1,3,0,0,0,0,0,1,0,1,1,Silver,0.25
